Symbol	Type	Valence	Arousal	Dominance
moot	word	4.62	3.71	5.52
mop	word	4.53	3.14	5.32
mope	word	3.27	3.26	4.76
moped	word	5	3.62	5.38
moral	word	6.85	3.73	6.31
morale	word	5.95	4.1	6.23
morality	word	6.48	4.76	6.5
moray	word	4.74	4.45	5.24
morbid	word	2.73	5.29	4.49
mores	word	5.17	2.6	4.44
morgue	word	1.79	3.48	3.32
morn	word	3.62	3	4.3
morning	word	6.41	3.95	6.35
moron	word	4.3	4.5	4.55
moronic	word	3.25	3.81	3.2
morph	word	5.5	5.19	4.65
morphine	word	4.58	5.14	4.57
morsel	word	5.3	3.41	5.52
mortal	word	4.39	3.55	3.88
mortality	word	5.15	6.9	3.58
mortar	word	4.14	4.37	4.94
mortgage	word	3.45	4.43	3.74
mortician	word	3.56	3.33	3.59
mortuary	word	2.21	3.59	3.91
mosaic	word	6.33	3.7	5.19
mosey	word	5.85	4.5	5.36
mosque	word	4.11	3	4.04
mosquito	word	3.12	5.17	3.88
motel	word	5.3	3.55	4.52
moth	word	4.47	2.55	4.6
mother	word	7.53	4.73	6.11
motherfucker	word	1.61	7.33	2.56
motherfucking	word	3.95	5.92	4.16
motherhood	word	6.8	5.52	6
motherland	word	5.8	4.22	5.76
motherless	word	1.9	4.52	4.23
motherly	word	7.67	3.74	5.08
motif	word	5.27	4.24	6.42
motion	word	5.8	4.71	6.15
motivate	word	6.05	5.09	7.22
motivation	word	6.24	4.73	6.35
motivational	word	6.76	6.37	7.14
motive	word	5.32	4.86	6.2
motley	word	4.89	2.95	4.52
motor	word	5.64	5.42	5.5
motorbike	word	5.95	5.68	5.58
motorboat	word	6.2	4.22	5.18
motorcade	word	4.64	4.67	4.81
motorcar	word	5.7	3.95	6.03
motorcycle	word	5.8	5.8	5.55
motorist	word	5.47	4.24	5.83
motto	word	5.95	3.86	6.3
mould	word	3.57	3.35	5.28
mound	word	5.43	3.63	5.5
mount	word	5.38	4.09	5.63
mountain	word	6.65	4.12	6.18
Mountain Dew	word	5.47	5.05	5.74
mountaintop	word	6.5	4.28	5.46
mourn	word	2.4	4.95	4.08
mournful	word	3.32	2.78	3.59
mourning	word	1.71	3.9	3.64
mouse	word	4.8	3.38	4.29
mousetrap	word	4.82	4.05	5.5
mousse	word	6	3.19	6.04
moustache	word	5.35	3.23	5.32
mousy	word	3.74	3.1	3.2
mouth	word	5.59	4.14	6
mouthful	word	4.88	3.8	4.64
mouthpiece	word	4.65	3.62	4.62
mouthwash	word	5.7	2.67	5.38
move	word	4.95	4.24	5.12
movement	word	6.58	4	5.96
mover	word	4.55	3.82	5.42
movie	word	7.24	4.39	5.68
mow	word	4.94	4.17	5.58
mower	word	4.76	2.79	5.45
moxie	word	6.1	3.78	5.79
mozzarella	word	7.19	4.54	6.29
muck	word	3.14	3.55	4.09
mucous	word	2.95	3.83	4.41
mucus	word	2.84	4.17	4.16
mud	word	5.06	3.19	4.27
muddle	word	4.47	3.05	4.8
muddy	word	4.14	4.2	4.6
muff	word	5.63	3.59	4.43
muffin	word	7.1	4.05	6.29
muffled	word	4.74	3.86	4.18
muffler	word	3.63	4.27	4.64
mug	word	4.16	3.83	4.82
mugger	word	1.9	5.67	2.97
mulberry	word	5.74	2.75	5.43
mulch	word	5.33	3.52	5.24
mule	word	4.26	2.78	4.5
mull	word	4.38	3.12	5.11
mullet	word	3.86	3.81	5.64
multimedia	word	6.53	4.8	5.9
multinational	word	5.3	3.94	5.33
multiple	word	5	4	5.64
multiple sclerosis	word	2.45	5.11	2.33
multiplex	word	5.09	4.95	5.45
multiply	word	5.43	4.39	5.48
multitude	word	5	4.09	5.16
mum	word	5.43	3.35	4.54
mumble	word	4.4	3.19	3.68
mumbo	word	4.76	5.1	4.75
mummy	word	4.81	3.75	4.4
mumps	word	2.61	3.84	3.44
munch	word	6.32	3.62	6.14
munchkin	word	6.95	4.27	4.13
mundane	word	3.63	2.76	4
municipal	word	4.89	3.05	4.92
mural	word	6.67	3.4	5.95
murder	word	1.48	6.24	3.38
murderer	word	1.92	6.83	2.83
murderess	word	2.56	5.8	3.52
murderous	word	2.05	7.05	2.95
murky	word	3.4	3.45	3.77
murmur	word	4.57	4.08	4.36
muscle	word	6.15	4.55	6.81
muscular	word	6.32	4.98	6.52
muse	word	6.3	4.75	6.12
museum	word	6.67	3.74	5.4
mush	word	4.05	3.21	4.79
mushroom	word	5.61	3.14	5.5
mushy	word	4.6	3.71	5.47
music	word	7.67	5.57	6.5
musical	word	7.68	5.63	5.43
musician	word	6.79	5.52	5.7
musk	word	4.5	2.45	4.56
musket	word	4.13	4	4.64
musketeer	word	4.76	4.71	4.96
muskrat	word	4.15	3.5	4.32
must	word	5.45	4.1	5.06
mustang	word	6.32	6.14	6
mustard	word	4.74	3.39	5.69
muster	word	4.67	3.65	5.41
musty	word	3.37	3.5	4.22
mutant	word	5.06	4.61	4.53
mutate	word	4.16	5.88	4.04
mutation	word	4.14	4.56	4.16
mute	word	3.95	2.45	4.18
muted	word	3.63	2.15	4.9
mutilate	word	2	4.96	2.91
mutilated	word	2.73	6	3.32
mutilation	word	2.27	5.38	2.73
mutiny	word	4.2	5.18	4.56
mutt	word	4.84	4.14	4.5
mutter	word	4.4	3.67	5.57
mutual	word	6.48	3.5	6.45
muzzle	word	3.95	4.65	3.54
myriad	word	5.52	3.52	5.41
mysterious	word	6.05	5.45	4.76
mystery	word	5.29	5.04	4.33
mystic	word	6.12	4.52	4.7
mystical	word	6.57	5.04	5.79
mysticism	word	6	4.29	4.58
mystified	word	6.05	5.8	4.67
mystique	word	6.52	5.67	5.32
myth	word	6.11	4	5.38
mythical	word	6.11	5.1	4.91
mythology	word	6.1	4.27	4.81
nab	word	3.65	4.27	4.84
nacho	word	7.05	4.38	5.82
nada	word	4.57	3.7	4.11
nag	word	2.3	4.72	3.96
nail	word	4.6	3.05	5.17
nail gun	word	4.09	4.85	5.96
naive	word	4.22	3.86	5
naked	word	6.21	5.58	5.6
nakedness	word	6.67	6.62	5.21
name	word	5.62	3.04	5.14
nameless	word	2.79	2.8	4.58
nana	word	5.79	3.82	5.09
nanny	word	5.86	4.05	5.42
nanometer	word	5.15	3.59	5.54
nap	word	6.53	4.14	5.91
napalm	word	2.7	5.29	4.08
napkin	word	5.63	3.09	5.21
nappy	word	3.1	3.32	4.24
narcissism	word	3.25	5.05	4.15
narcissist	word	3.11	5.81	4.04
narcissistic	word	3	5	4.94
narcotic	word	3.52	4.38	3.45
narrative	word	6.32	3.23	5.61
narrator	word	6.48	2.57	5.76
narrow	word	4.95	4.53	5.19
nasal	word	4.26	3.38	4.3
nasty	word	2.95	5.44	3.98
nation	word	6	4.78	4.74
national	word	5.62	3.45	6.63
nationality	word	5.6	3.5	5.32
nationwide	word	5.2	3.72	5.45
native	word	5.85	3.05	6.05
natural	word	6.42	3.67	5.16
natural gas	word	4.47	3.36	5.19
nature	word	6.88	4	5
naughty	word	6.04	6.95	5.76
nausea	word	1.68	4.59	2.95
nauseating	word	2.73	4.33	3.68
nauseous	word	1.95	4.18	3.19
nautical	word	6.15	3.41	4.9
nautilus	word	5.29	3.76	5.6
naval	word	5.19	2.86	5.15
nave	word	3.9	3.52	4.33
navel	word	4.89	3.36	5.5
navigate	word	5.05	4.18	5.71
navigation	word	5.84	4	6.59
navigational	word	5.1	4	6.42
navigator	word	5.47	4.09	6.37
navy	word	5.38	3.64	5.07
nearsighted	word	4.5	3.83	3.9
neat	word	6.95	4.1	5.64
nebula	word	7	4.05	4.26
necessary	word	5.39	3.38	4.89
necessity	word	5.32	4.55	4.75
neck	word	5.44	3.65	5.17
necklace	word	6.85	3.52	5.64
necktie	word	4.84	2.62	4.87
necromancer	word	4.11	6.05	3.91
nectar	word	6.8	3.95	5.83
need	word	5.45	3.67	5.06
needle	word	3.97	4.36	5.12
needlepoint	word	5.55	3.2	5.42
needless	word	4.25	2.95	4.16
needy	word	2.9	4.68	4.27
nefarious	word	3.79	5.72	4.25
negative	word	2.52	5.05	4.29
negativity	word	2.74	5.09	3.42
neglect	word	2.16	4.72	3.69
negligee	word	6.2	4.67	5.64
negligence	word	2.7	4.22	3.79
negligent	word	2.05	4.45	4.57
negligible	word	3.81	3.89	4.67
negotiable	word	6	4.62	5.61
negotiate	word	5.57	5	5.84
negotiation	word	6.05	4.76	6.17
negotiator	word	5.1	4.45	5.6
negro	word	3.83	5.27	4.35
neighbor	word	5.6	3.72	5.12
neighborhood	word	6.09	4.05	6.95
neighboring	word	5.95	3.95	4.91
nemesis	word	2.44	5.5	4.25
neon	word	6.48	4.56	5.62
nephew	word	6.75	4.33	5.94
nerd	word	5.18	4.46	5.91
nerdy	word	4.68	4.3	5.7
nerve	word	4.45	5.27	5.42
nervous	word	3.56	5.51	4.02
nervousness	word	3.1	4.45	3.93
nest	word	5.65	3.35	5.5
net	word	5	3	4.61
nether	word	4.81	4.05	4.92
network	word	5.05	4.43	5.39
networking	word	5.6	3.71	6.31
neural	word	6.05	3.19	4.64
neurological	word	3.89	4.55	4.32
neurologist	word	5.05	3.86	5.22
neurology	word	4.95	4.55	4.62
neurosis	word	3.15	4.3	3.14
neurosurgeon	word	4.67	4.85	5.33
neurosurgery	word	4.25	5.09	3.74
neurotic	word	3.84	4.98	4.15
neuter	word	4.11	4.9	4.21
neutral	word	5.5	3.45	5.81
neutralize	word	5.19	3.36	5.45
neutron	word	6.62	4.47	4.78
new	word	7.68	5.14	5.22
new age	word	5.05	4.39	4.84
newborn	word	7.48	4.96	4.89
newcomer	word	5.8	5.05	4.58
newfound	word	5.89	3.45	6.17
newlywed	word	6.9	6.32	5.92
news	word	4.96	4.61	4.48
newscast	word	5.43	4.74	4.8
newscaster	word	4.89	2.95	4.85
newsflash	word	5.26	4.64	4.52
newsletter	word	5.19	3.63	5.03
newsman	word	5.52	3.12	4.35
newspaper	word	5.11	2.67	5.05
newspaperman	word	5.63	3	5
newsreel	word	5.47	4.86	5.57
newsroom	word	4.83	4.11	4.94
newsstand	word	5.79	3.22	5.05
newt	word	4.65	3.64	5.59
nexus	word	5.57	3.96	5.42
nibble	word	6.3	3.96	6.05
nice	word	6.95	3.53	6.47
niche	word	5.75	3.43	5.18
nickel	word	5.62	4.22	5
nickname	word	6.14	4.38	5.7
nicotine	word	3.05	4.04	3.58
niece	word	6.52	3.95	5.36
nifty	word	6.3	4.59	6.41
nigger	word	1.67	6.81	2.96
night	word	6.68	3.57	5.22
nightcap	word	5.22	4	6.1
nightclub	word	5.32	5.08	5.57
nightfall	word	6.63	4	3.8
nightgown	word	5.85	3.35	5.67
nightie	word	7.11	4.57	5.53
nightlife	word	5.95	6.36	6.09
nightly	word	5.38	3.61	5.32
nightmare	word	1.79	5.83	3.21
nightstand	word	5.62	4.04	5.68
nightstick	word	3.79	4.81	4.32
nighttime	word	6.18	3.91	4.78
Nike	word	5.86	4.71	5.95
nimble	word	6.25	4.5	5.41
nimrod	word	4.21	3.67	3.41
nincompoop	word	5	3.21	4.72
nine	word	5.1	3.83	5.21
nineteen	word	5.63	3.86	5.09
ninety	word	4.65	3.28	5.36
ninja	word	5.14	5.61	5.23
ninny	word	4.33	5.42	4.81
nintendo	word	6.8	6.37	6.23
nip	word	5.25	4.39	4.68
nipper	word	5.43	4.42	4.86
nipple	word	5.73	5.88	5.64
nippy	word	4.79	5.45	5.14
nitrate	word	5	4	5.12
nitro	word	5	4.55	4.71
nitrogen	word	4.6	5.2	4.82
nitrous	word	5.1	5.25	5.35
nitwit	word	3.75	3.96	3.54
nix	word	4	3.89	3.9
nobility	word	5.83	4.57	4.89
noble	word	7.16	4.14	6.71
nobleman	word	6.86	4	5.36
nocturnal	word	5.29	3.48	5.61
nod	word	5.05	2.92	6.1
node	word	4.84	3.5	5.62
noggin	word	5.63	4.29	5.74
noir	word	5.37	3.59	5.32
noise	word	3.36	5.75	5.47
noisy	word	3.21	5.15	4.42
nomad	word	4.71	3.17	5.3
nominal	word	5.1	3.55	4.61
nominate	word	5.86	3.48	6.05
nomination	word	5.63	4.04	6
nominee	word	5.5	4.4	5.75
nonchalant	word	4.58	3.64	5.84
nonexistent	word	3.89	3.81	3.83
nonfat	word	5.74	3.57	6
nonfiction	word	5.95	3.85	5.47
nonsense	word	4	4.52	4.74
nonviolent	word	6.84	3.95	5.17
noodle	word	6.48	3.09	5.48
nook	word	6.33	2.8	5.47
noon	word	5.38	2.87	6.22
noose	word	2.43	5.38	3.99
norm	word	5.56	3.06	5.06
normal	word	6.17	2.29	6.39
normalcy	word	4.84	3.15	6.65
north	word	5.72	2.15	5
northbound	word	5.45	4.8	5.73
northeast	word	5.5	3.65	5.9
northern	word	5.65	3.17	5.08
northwest	word	5.81	2.71	4.9
northwestern	word	5.39	3.05	5.13
nose	word	5.5	3.1	4.61
nosebleed	word	3.16	5.27	3.5
nostalgia	word	6.65	4.38	5.36
nostalgic	word	6.68	4.37	5.05
nostril	word	3.58	3.43	4.58
nosy	word	3.1	4.65	5.04
notable	word	5.95	3.45	6.23
notary	word	5.43	3.23	5.5
notch	word	5.32	2.95	4.8
note	word	5.78	3.33	5.28
notebook	word	6.05	3.58	6.12
nothingness	word	2.79	3.25	3.2
notice	word	5.94	3.38	5.11
noticeable	word	5.86	4.25	5.75
notification	word	5.24	4.5	5.09
notify	word	4.9	3.13	5.67
notion	word	5.86	4.25	5.42
notoriety	word	5.68	5.23	5.77
notorious	word	4.19	4.68	5.23
noun	word	5.22	2.37	5.28
nourish	word	7.5	3.85	7.06
nourishment	word	7.44	3.1	6
nouveau	word	5.9	3.1	4.76
novel	word	5.74	3.41	5.09
novelist	word	6.1	3.95	6.29
novelty	word	5.82	5.04	5.47
novice	word	5.1	4	5.6
nuance	word	5.47	4.55	4.58
nuclear	word	4.3	7.3	4.12
nucleus	word	5.59	3.65	4.32
nude	word	6.1	5.86	6.05
nudge	word	5.67	4.33	4.95
nudie	word	4.5	6	4.53
nudist	word	6	6.05	5.05
nudity	word	6.48	6.15	5.28
nugget	word	6.29	3.32	4.93
nuisance	word	3	4.7	3.79
nuke	word	3.67	5	3.29
null	word	4.32	3.05	4.48
numb	word	3.79	2.5	4.04
number	word	5.59	3.5	6.13
numbskull	word	3.65	4	4.28
numerical	word	5	2.76	5.43
numerous	word	5.35	3.39	6.25
nun	word	5.79	2.43	4.53
nunchucks	word	5.7	4.7	5.76
nunnery	word	4.25	2.78	4.77
nuptials	word	5.63	4.55	5.71
nurse	word	5.41	4.64	5.58
nursemaid	word	5.38	3.83	5.17
nursery	word	6.1	4.29	4.89
nursing	word	6.39	3.57	5.05
nurture	word	7.14	4.12	6.29
nut	word	5.44	4.24	4.56
nutcase	word	2.81	3.76	3.36
nutcracker	word	5.45	4.84	6.05
nuthouse	word	3.4	4.33	3.45
nutmeg	word	5.76	3.24	6.04
nutrition	word	6.86	4.48	6.46
nutritional	word	6.83	3.4	5.68
nutritious	word	7.09	4.38	7.32
nutshell	word	5.05	3.95	5.73
nutty	word	5.35	4.72	5.29
nylon	word	4.9	3.61	5.19
nylong	word	4.95	4.24	4.67
nylons	word	5.52	3.14	5.04
nymph	word	5.42	5.32	4.5
nymphomaniac	word	4.95	5.17	4.54
oaf	word	3.5	2.95	4.04
oak	word	6.47	2.64	5.91
oar	word	5.15	2.72	6.38
oasis	word	8	4.95	5.73
oat	word	5.67	2.82	5.32
oath	word	6.4	4	6.47
oatmeal	word	5.47	3.1	5.65
obedience	word	4.63	3.29	4.06
obedient	word	6.05	2.82	4.74
obese	word	2.32	3.95	4.22
obesity	word	2.81	4.63	4.55
obey	word	5.13	4.1	4.43
obituary	word	3.1	5.04	3.43
object	word	5.52	4.08	5.91
objection	word	3.83	4.48	4.22
objective	word	5.55	4.38	6.47
objectivity	word	5.63	4.09	7.04
obligation	word	4.68	5.76	5.39
obligatory	word	3.94	3.6	3.88
oblige	word	5.19	3.74	5.11
oblique	word	4.57	3.18	5.6
oblivion	word	3.95	4.38	4.92
oblivious	word	4.5	3.5	3.81
obnoxious	word	2.76	5.95	4.1
obscene	word	3.1	5.24	4.64
obscenity	word	3.41	6.11	4.43
obscure	word	5.15	3.1	4.48
obscurity	word	4.64	3.28	3.88
observant	word	6.37	4.05	6.04
observation	word	5.61	3.23	6.04
observatory	word	5.36	4.61	5.95
observe	word	5.3	4.25	5.92
observer	word	5	4.5	6.08
obsess	word	3.23	4.95	4.1
obsessed	word	4.86	4.46	5.76
obsession	word	4.38	5.64	4.15
obsessive	word	3.35	6.14	4
obsolete	word	3.53	3.27	3.61
obstacle	word	4.38	4.6	4.11
obstinate	word	3.81	4.43	4.9
obstruct	word	3.61	4.29	4.7
obstruction	word	3.75	3.68	3.48
obtain	word	5.11	3.67	6.7
obvious	word	5.33	3.65	6.47
occasion	word	6.45	4.79	5.52
occasional	word	5.5	2.45	4.72
occipital	word	4.45	4.14	5.35
occult	word	3.5	4.63	4.64
occupant	word	5.19	3.17	5.24
occupation	word	4.77	4.33	5.47
occupational	word	6.18	4.32	5.8
occupy	word	4.86	4.27	5.29
occur	word	6.26	3.57	4.46
occurrence	word	4.94	4.1	4.7
ocean	word	7.39	3.5	5.88
oceanic	word	7.45	4.26	5.57
octopus	word	6	5.1	5.76
ocular	word	4.86	4	5.42
odd	word	4.56	4.26	5.42
oddball	word	6.17	3.55	4.11
odds	word	5.32	4.39	5.32
ode	word	5.75	2.81	4.48
odor	word	3	5.05	4.12
O'Doul's	word	4.5	2.71	5.42
odyssey	word	5.7	4.83	6.57
oedipal	word	3.95	3.5	4.54
offence	word	3.4	4.29	4.79
offend	word	3.29	4.81	4.17
offender	word	3.25	4.52	3.86
offense	word	4.05	4.67	4.4
offensive	word	3.8	4.95	5.17
offer	word	5.67	3.5	5.44
office	word	4.54	3.05	5.16
officer	word	4.91	4.38	4.41
official	word	5.75	4.04	5.45
offset	word	4.79	4.05	4.75
offshore	word	4.95	3.5	4.13
offspring	word	5.89	4.65	6.35
ogre	word	3.57	5.19	4.32
oil	word	3.91	4.25	5.63
oily	word	4.14	4.53	4.62
oink	word	5.21	3.73	4.62
ointment	word	4.81	2.86	5
okra	word	5.55	3.27	6.24
old	word	3.19	4.48	4.22
olden	word	5.25	3.17	4.46
oldie	word	5.41	3.78	5.63
oldies	word	5.53	4.18	5.77
olive	word	6.05	3.92	5.18
omega	word	5.5	4.65	5.36
omelet	word	6.25	3.89	6.35
omen	word	3.77	4.52	3.59
ominous	word	3.95	5.57	4.48
omission	word	4.71	2.82	4.81
onboard	word	5.1	3.95	6.78
oncologist	word	3.45	3.71	4.48
oncology	word	3.32	5.8	4.27
oncoming	word	4.68	4.06	4.35
one	word	6.09	2.67	5.56
oneness	word	6.4	3.19	4.8
ongoing	word	4.79	4.24	5.08
onion	word	5.37	4.95	4.78
onset	word	4.35	4.39	4.62
onstage	word	5.48	4.48	4.94
oodles	word	5.74	5.09	5.35
oomph	word	5.52	4.27	5.07
ooze	word	3.57	5	3.44
op	word	5.21	3.24	5.26
opal	word	6	3.14	5.26
open	word	6.14	4.43	6.17
opener	word	6	3	5.67
opening	word	5.95	4.6	6.68
openness	word	6.52	4.37	5.86
opera	word	5.68	3.84	6.25
operate	word	5.37	4.62	5.78
operation	word	2.94	5.71	3.78
operational	word	5.6	4.32	5.81
operative	word	5.9	4.36	6.05
operator	word	4.85	2.67	4.74
opiate	word	5.35	5.06	5.12
opinion	word	6.38	4.53	6.28
opinionated	word	5.57	3.95	5.54
opium	word	3.42	3.65	4.68
opponent	word	4.42	5.5	5.8
opportunity	word	7.1	5.5	7.11
oppose	word	4.21	5.17	5.74
opposing	word	3.85	4.25	4.27
opposite	word	4.77	3.43	4.95
opposition	word	3.21	4.5	4
oppressed	word	3.1	5.05	3.81
oppression	word	2.67	4.57	2.94
oppressive	word	3.05	6.24	3.43
oppressor	word	2.81	5.48	3
ops	word	5.05	4.21	4.73
opt	word	4.85	2.44	6.32
optic	word	5.6	3.48	5.32
optical	word	5.15	3.44	5.12
optics	word	6.37	3.05	5.32
optimism	word	7.21	4.95	6.9
optimist	word	7.19	4.43	6.78
optimistic	word	7.45	4.19	7
optimum	word	7.38	5.21	5.55
option	word	6.37	3.19	6.36
optional	word	5.76	2.59	7.11
oracle	word	6.16	3.62	4.07
oral	word	4.95	4.33	4.56
orange	word	6.81	4.04	5.58
orange juice	word	6.62	3.95	5.91
orangutan	word	5.74	4.87	4
orb	word	5	4.26	5.48
orbit	word	5.95	4.26	5.06
orbital	word	5.5	4.24	5.48
orchard	word	6.15	3.86	5.5
orchestra	word	6.5	4.07	5.76
orchid	word	7	4.11	5.58
ordeal	word	3.84	5.14	4.65
order	word	5.82	3.19	6.56
orderly	word	6.36	5.05	6.38
ordinance	word	4.75	3.95	4.67
ordinary	word	5.05	2.86	5.89
ordnance	word	4.52	2.84	5.09
ore	word	5.78	2.85	4.92
oregano	word	6.11	3.7	5.16
organ	word	4.95	3.41	5.55
organic	word	5.55	4.29	6.17
organism	word	6	3.48	5.22
organist	word	5.67	2.25	5.2
organization	word	5.71	3.09	5.96
organize	word	6.75	4.05	6.95
organizer	word	6.35	3.17	6.96
orgasm	word	8.01	7.19	5.84
orgy	word	5.37	7.3	5.26
oriental	word	6.26	3.18	5.45
orientation	word	6	3.38	5.58
orifice	word	4.48	3.17	4.45
origami	word	5.95	2.87	6.17
origin	word	5.19	3.7	5.29
original	word	7.5	4.4	7.16
originality	word	6.94	5	6.3
ornament	word	6.63	3.32	5.39
ornery	word	3.85	4.19	5.19
orphan	word	2.9	3.24	3.48
orphanage	word	2.95	3.12	4
orphaned	word	2.55	4.6	2.91
orthodontist	word	4.38	4.9	4.22
orthodox	word	3.95	3.14	4.75
orthopedic	word	4.32	3.78	4.63
ostentatious	word	5.05	5.25	4.4
ostrich	word	5.16	3.87	4.11
other	word	5.41	3.48	6
otter	word	6.95	4.42	5.19
ought	word	5	3	4.39
ounce	word	5.65	3.77	5.26
outage	word	3.86	3.92	3
outback	word	5.3	3.72	4.55
outbid	word	4.86	5.15	5.22
outboard	word	5.15	3.43	5.25
outbreak	word	2.47	5.38	3.4
outburst	word	4.15	6.33	4.25
outcast	word	2.86	5.17	3.81
outcome	word	5.62	3.68	6.37
outdated	word	3.63	3.76	4
outdo	word	4.95	5.43	6.9
outdoor	word	7.33	3.55	5.2
outdoors	word	6.91	3.94	6.2
outer	word	5.19	3.27	5.19
outfit	word	6.05	4.19	6.64
outgoing	word	6.89	5.71	5.65
outgrow	word	4.4	3.78	5.18
outhouse	word	4.19	3.43	4.59
outing	word	6.09	5.52	6.16
outlaw	word	4.1	6	4.1
outlet	word	5.45	3.5	6.31
outline	word	5.1	2.62	5.8
outlive	word	5.52	4.39	5.15
outlook	word	6.15	3.43	6.12
outnumber	word	3.86	4.45	4.56
outpatient	word	4.14	3.35	5.6
outpost	word	4.67	3.05	6.06
output	word	4.85	3.67	6.21
outrage	word	2.97	6.52	4.8
outraged	word	3.21	5.65	4.47
outrageous	word	4.19	5.35	4.56
outrank	word	4.4	4.14	5.73
outreach	word	4.94	3.95	5.74
outrun	word	6.26	5.62	5
outsider	word	4.3	3.52	5.17
outskirts	word	5	3.75	4.88
outsmart	word	5.8	5.3	7.38
outspoken	word	6.16	5.36	6.14
outstanding	word	7.1	4.04	6.86
outstretched	word	5.19	4.14	4.8
outweigh	word	4.19	3.95	5.33
outwit	word	5.3	4.04	6.89
oval	word	5.14	3.5	5.54
ovary	word	5.23	3.67	5.14
ovation	word	5.21	5.32	7.05
oven	word	6.16	2.95	6.04
overactive	word	5.19	5.12	4.27
overall	word	5.17	2.95	4.81
overbearing	word	3.65	5.1	4.26
overcast	word	4.35	3.83	4.19
overcoat	word	5.43	3.1	5.77
overcome	word	6.81	5.75	6.32
overcrowded	word	2.55	5.39	3.15
overdo	word	3.61	4.6	4.88
overdose	word	2.67	4.92	3.16
overdrive	word	5.43	5.16	5.53
overdue	word	3.39	4.62	4.37
overestimate	word	5.33	3.52	4.41
overflow	word	4.76	4.25	4.32
overgrown	word	3.29	4.29	4.86
overhaul	word	5.23	3.92	6.21
overhear	word	3.89	4.27	5.21
overheated	word	3.63	5.43	3.87
overjoyed	word	7.17	5.57	6.78
overkill	word	3.35	6	4.69
overlap	word	3.95	2.83	5.61
overlapping	word	4.9	3.5	4.92
overlay	word	4.58	3.18	4.54
overload	word	3.64	4.96	4.79
overlook	word	4.3	3.78	5.1
overlord	word	3.73	4.78	4.42
overpass	word	4.77	4	5.32
overpower	word	4.14	4.96	5.58
overpriced	word	3.05	4.55	3.93
overprotective	word	3.16	4.37	4.85
overrated	word	3.65	5.4	4.81
overreact	word	3.59	5.23	4.48
override	word	4.33	3.35	6
overriding	word	4.38	4.65	5.11
overrun	word	3.14	4.56	3.38
oversee	word	5.68	3.65	5.42
overseer	word	4.71	5.3	5.11
oversight	word	3.6	4.45	5.32
oversized	word	4.4	3.65	4.44
overtake	word	3.95	4.36	5.39
overthrow	word	3.71	4.78	5.39
overtime	word	4.8	5.71	5.47
overture	word	5.33	4.29	5.77
overview	word	4.85	3.18	5.38
overweight	word	3.14	3.91	3.57
overwhelm	word	3.3	4.36	4.24
overwhelmed	word	2.8	4.9	2.7
overwhelming	word	3.89	4.86	2.61
overworked	word	1.9	4.42	4.36
overwrought	word	3.52	4.56	4.11
overzealous	word	5.16	5.9	5.19
owe	word	3.56	4.67	3.17
owl	word	6.3	3.57	5.02
owner	word	6.38	4.71	6.59
ownership	word	5.85	4.41	7.53
ox	word	4.95	3.82	5.81
oxide	word	5.53	2.91	4.39
oxygen	word	7.25	4.9	5.69
oyster	word	4.81	3.11	5.18
ozone	word	5.05	4.17	5.25
pace	word	5	3	6.11
pacemaker	word	4.9	4.36	5.1
pacifier	word	5.52	3.2	5.11
pacifist	word	4.78	3.17	5.46
pacify	word	5.67	2.55	5.32
pack	word	5.55	4.1	6.05
package	word	5.17	4.73	5.17
packaging	word	5.15	3.3	5.36
packer	word	4.9	4.23	4.86
packet	word	5.16	3.62	5.55
pact	word	5	3.73	6
pad	word	5.14	3.96	5.45
padded	word	5.14	2.87	5.56
padding	word	5.25	2.76	4.88
paddle	word	5.38	4.17	5.43
paddle boat	word	5.85	3.05	6.44
padlock	word	4.8	3.33	5.16
padre	word	5.84	3.57	5
pagan	word	5	5.25	4.81
page	word	6.09	3.45	6.37
pageant	word	5	4.42	4.88
pager	word	3.8	3.73	5.16
paging	word	4.71	4.6	6.19
pagoda	word	5.6	4.5	5.52
pail	word	4.5	2.24	5.08
pain	word	2	6.27	3.47
painful	word	2.58	5.52	3.83
painkiller	word	5.43	3.39	4.67
painless	word	7.4	4.1	5.72
paint	word	5.74	4.5	6.56
paintball	word	5.22	5.19	4.48
paintbrush	word	6.18	3.33	5.74
painter	word	6.6	3.29	5.71
painting	word	6.9	3.25	7.32
pair	word	5.95	3.35	6.68
paisley	word	5.6	3.83	5.32
pajama	word	6.86	4.37	6.54
pal	word	6.67	3.25	5.11
palace	word	6.1	4.67	5.4
palate	word	5.89	2.75	4.8
pale	word	4.11	3.18	4.18
paleontology	word	5.82	3.9	5.59
palette	word	5.14	3.3	5.76
pallet	word	4.73	4.05	5.95
palm	word	6.05	2.67	5.83
palomino	word	5.64	4.26	4.38
palpable	word	4.85	4.59	5.37
pamper	word	7.11	4.38	6.18
pamphlet	word	4.37	2.7	5.12
pan	word	5.15	3.05	6
pancake	word	7.71	4	5.53
pancakes	word	7.43	3.33	6.9
pancreas	word	4.14	2.74	5
panda	word	7.55	4.05	5.14
pandemonium	word	4.4	6.15	3.77
pane	word	4.95	3.57	4.85
panel	word	4.81	2.92	5
pang	word	4.94	4.5	3.88
panhandle	word	4.05	3.26	4.09
panic	word	2.56	6.4	2.65
panicky	word	3.84	7	4.13
pansy	word	4.1	3.96	4.05
pant	word	5.33	3.9	4.56
